1613939700000,58027.27000000,58108.68000000,57888.00000000,57888.01000000,92.00565800,1613939999999,5330681.25977002,1815,31.41382300,1820613.53359762,0
1613940000000,57888.01000000,58053.56000000,57888.00000000,57935.20000000,98.62209800,1613940299999,5711667.03604048,2135,19.37375600,1122944.86784293,0
1613940300000,57935.21000000,57947.66000000,57880.85000000,57910.78000000,42.92502000,1613940599999,2486735.91130420,1341,28.68935200,1662227.80563120,0
1613940600000,57910.78000000,57923.91000000,57500.11000000,57595.27000000,141.31181900,1613940899999,8147846.70240318,5119,66.48658300,3832807.27978524,0
1613940900000,57595.27000000,57780.00000000,57560.96000000,57690.88000000,54.40241700,1613941199999,3137324.59488441,2727,29.56279200,1705164.88213608,0
1613941200000,57690.88000000,57830.53000000,57545.92000000,57597.27000000,51.80231600,1613941499999,2988896.04409896,2397,22.58085400,1303301.25051916,0
1613941500000,57593.99000000,57678.57000000,57458.43000000,57676.01000000,60.60364800,1613941799999,3489951.11514001,2834,30.65766300,1765679.38591360,0
1613941800000,57676.00000000,57762.46000000,57589.97000000,57725.48000000,30.95874900,1613942099999,1785119.51467933,1692,15.29715600,882247.73841198,0
1613942100000,57723.43000000,57930.00000000,57695.65000000,57836.66000000,36.43770000,1613942399999,2107543.44979798,1938,20.48431200,1184953.51052275,0
1613942400000,57836.67000000,57910.22000000,57703.61000000,57839.36000000,69.15910200,1613942699999,4001920.02282055,1818,51.52537100,2982172.72883466,0
1613942700000,57839.35000000,57839.35000000,57709.03000000,57713.25000000,35.45636400,1613942999999,2047677.96754461,1484,10.10341000,583638.99466196,0
1613943000000,57711.25000000,57813.66000000,57571.42000000,57718.03000000,37.70900200,1613943299999,2175112.08119482,2348,19.50588600,1125310.74474626,0
1613943300000,57718.03000000,57767.92000000,57611.23000000,57664.44000000,31.94832900,1613943599999,1842590.13266462,1823,14.01781300,808504.89767368,0
1613943600000,57664.43000000,57750.00000000,57621.73000000,57717.32000000,27.10227000,1613943899999,1563640.66733281,1434,14.16033900,816930.18551993,0
1613943900000,57719.36000000,57836.64000000,57625.79000000,57625.80000000,36.76730100,1613944199999,2122643.32445955,2063,15.96338300,921622.19641801,0
1613944200000,57625.79000000,57629.24000000,57239.66000000,57255.42000000,219.67040000,1613944499999,12600803.56601229,6024,95.88041300,5499195.74541359,0
1613944500000,57257.64000000,57414.63000000,57217.45000000,57334.59000000,41.45899500,1613944799999,2375130.64909396,2560,19.03573400,1090874.08124198,0
1613944800000,57334.59000000,57503.05000000,57280.00000000,57470.11000000,23.63474900,1613945099999,1357205.08764245,2052,13.60255100,781102.36827292,0
1613945100000,57470.11000000,57568.67000000,57465.16000000,57481.52000000,21.49824200,1613945399999,1236558.72352888,1699,9.94970700,572296.14874981,0
1613945400000,57477.32000000,57556.88000000,57453.69000000,57551.27000000,16.74300200,1613945699999,962854.03067140,1296,10.75532200,618523.54725772,0
1613945700000,57551.55000000,57628.40000000,57548.42000000,57628.40000000,10.73371900,1613945999999,618031.49132056,1283,5.26241500,302984.99142451,0
1613946000000,57628.29000000,57641.51000000,57419.97000000,57517.08000000,16.48707000,1613946299999,948363.24980101,1664,7.64449900,439803.30645491,0
1613946300000,57517.08000000,57517.08000000,57252.00000000,57252.00000000,21.68160600,1613946599999,1243545.47801237,2045,9.31486000,534301.17685808,0
1613946600000,57251.88000000,57251.88000000,57067.95000000,57073.84000000,43.77474500,1613946899999,2501279.35761203,3028,15.42319900,881379.07751153,0
1613946900000,57072.98000000,57137.20000000,57000.00000000,57037.69000000,49.88346600,1613947199999,2845820.73254225,2819,20.83818300,1188987.16302103,0
1613947200000,57037.69000000,57261.63000000,57029.47000000,57162.30000000,54.16284400,1613947499999,3095374.30023429,3157,26.45202500,1511421.19879722,0
1613947500000,57162.30000000,57298.84000000,57116.20000000,57262.58000000,18.92599000,1613947799999,1082631.42348248,1610,13.45889900,769906.27233277,0
1613947800000,57262.58000000,57369.90000000,57250.92000000,57320.71000000,19.24484000,1613948099999,1103016.06165259,1838,10.86216900,622598.14476070,0
1613948100000,57320.70000000,57441.72000000,57314.60000000,57372.51000000,22.90433200,1613948399999,1313931.42606798,1864,13.54622600,777094.47839225,0
1613948400000,57372.82000000,57385.69000000,57150.02000000,57379.34000000,49.83658000,1613948699999,2853642.99433020,3064,24.34497900,1394077.46975084,0
1613948700000,57379.34000000,57510.00000000,57306.38000000,57478.33000000,45.33712600,1613948999999,2602914.96233974,2879,25.22170900,1448099.58128309,0
1613949000000,57477.33000000,57604.38000000,57394.45000000,57491.55000000,38.21357300,1613949299999,2198132.42793802,2649,20.61756100,1185906.99652545,0
1613949300000,57491.55000000,57491.55000000,57388.01000000,57422.39000000,23.60997700,1613949599999,1355996.97320746,1653,10.72808300,616092.59167448,0
1613949600000,57422.39000000,57491.55000000,57408.65000000,57424.42000000,7.11100500,1613949899999,408566.71282972,575,3.12062400,179294.55970137,0
